00000000  4D                dec bp
000000C7  0000              add [bx+si],al
000000C9  0000              add [bx+si],al
000000CB  0000              add [bx+si],al
000000CD  0000              add [bx+si],al
000000CF  0000              add [bx+si],al
000000D1  0000              add [bx+si],al
000000D3  0000              add [bx+si],al
000000D5  0000              add [bx+si],al
000000D7  0000              add [bx+si],al
000000D9  0000              add [bx+si],al
000000DB  0000              add [bx+si],al
000000DD  0000              add [bx+si],al
000000DF  0000              add [bx+si],al
000000E1  0000              add [bx+si],al
000000E3  0000              add [bx+si],al
000000E5  0000              add [bx+si],al
000000E7  0000              add [bx+si],al
000000E9  0000              add [bx+si],al
000000EB  0000              add [bx+si],al
000000ED  0000              add [bx+si],al
000000EF  0000              add [bx+si],al
000000F1  0000              add [bx+si],al
000000F3  0000              add [bx+si],al
000000F5  0000              add [bx+si],al
000000F7  0000              add [bx+si],al
000000F9  0000              add [bx+si],al
000000FB  0000              add [bx+si],al
000000FD  0000              add [bx+si],al
000000FF  0000              add [bx+si],al
00000101  0000              add [bx+si],al
00000103  0000              add [bx+si],al
00000105  0000              add [bx+si],al
00000107  0000              add [bx+si],al
00000109  0000              add [bx+si],al
0000010B  0000              add [bx+si],al
0000010D  0000              add [bx+si],al
0000010F  0000              add [bx+si],al
00000111  0000              add [bx+si],al
00000113  0000              add [bx+si],al
00000115  0000              add [bx+si],al
00000117  0000              add [bx+si],al
00000119  0000              add [bx+si],al
0000011B  0000              add [bx+si],al
0000011D  0000              add [bx+si],al
0000011F  0000              add [bx+si],al
00000121  0000              add [bx+si],al
00000123  0000              add [bx+si],al
00000125  0000              add [bx+si],al
00000127  0000              add [bx+si],al
00000129  0000              add [bx+si],al
0000012B  0000              add [bx+si],al
0000012D  0000              add [bx+si],al
0000012F  0000              add [bx+si],al
00000131  0000              add [bx+si],al
00000133  0000              add [bx+si],al
00000135  0000              add [bx+si],al
00000137  0000              add [bx+si],al
00000139  0000              add [bx+si],al
0000013B  0000              add [bx+si],al
0000013D  0000              add [bx+si],al
0000013F  0000              add [bx+si],al
00000141  0000              add [bx+si],al
00000143  0000              add [bx+si],al
00000145  0000              add [bx+si],al
00000147  0000              add [bx+si],al
00000149  0000              add [bx+si],al
0000014B  0000              add [bx+si],al
0000014D  0000              add [bx+si],al
0000014F  0000              add [bx+si],al
00000151  0000              add [bx+si],al
00000153  0000              add [bx+si],al
00000155  0000              add [bx+si],al
00000157  0000              add [bx+si],al
00000159  0000              add [bx+si],al
0000015B  0000              add [bx+si],al
0000015D  0000              add [bx+si],al
0000015F  0000              add [bx+si],al
00000161  0000              add [bx+si],al
00000163  0000              add [bx+si],al
00000165  0000              add [bx+si],al
00000167  0000              add [bx+si],al
00000169  0000              add [bx+si],al
0000016B  0000              add [bx+si],al
0000016D  0000              add [bx+si],al
0000016F  0000              add [bx+si],al
00000171  0000              add [bx+si],al
00000173  0000              add [bx+si],al
00000175  0000              add [bx+si],al
00000177  0000              add [bx+si],al
00000179  0000              add [bx+si],al
0000017B  0000              add [bx+si],al
0000017D  0000              add [bx+si],al
0000017F  0000              add [bx+si],al
00000181  0000              add [bx+si],al
00000183  0000              add [bx+si],al
00000185  0000              add [bx+si],al
00000187  0000              add [bx+si],al
00000189  0000              add [bx+si],al
0000018B  0000              add [bx+si],al
0000018D  0000              add [bx+si],al
0000018F  0000              add [bx+si],al
00000191  0000              add [bx+si],al
00000193  0000              add [bx+si],al
00000195  0000              add [bx+si],al
00000197  0000              add [bx+si],al
00000199  0000              add [bx+si],al
0000019B  0000              add [bx+si],al
0000019D  0000              add [bx+si],al
0000019F  0000              add [bx+si],al
000001A1  0000              add [bx+si],al
000001A3  0000              add [bx+si],al
000001A5  0000              add [bx+si],al
000001A7  0000              add [bx+si],al
000001A9  0000              add [bx+si],al
000001AB  0000              add [bx+si],al
000001AD  0000              add [bx+si],al
000001AF  0000              add [bx+si],al
000001B1  0000              add [bx+si],al
000001B3  0000              add [bx+si],al
000001B5  0000              add [bx+si],al
000001B7  0000              add [bx+si],al
000001B9  0000              add [bx+si],al
000001BB  0000              add [bx+si],al
000001BD  0000              add [bx+si],al
000001BF  0000              add [bx+si],al
000001C1  0000              add [bx+si],al
000001C3  0000              add [bx+si],al
000001C5  0000              add [bx+si],al
000001C7  0000              add [bx+si],al
000001C9  0000              add [bx+si],al
000001CB  0000              add [bx+si],al
000001CD  0000              add [bx+si],al
000001CF  0000              add [bx+si],al
000001D1  0000              add [bx+si],al
000001D3  0000              add [bx+si],al
000001D5  0000              add [bx+si],al
000001D7  0000              add [bx+si],al
000001D9  0000              add [bx+si],al
000001DB  0000              add [bx+si],al
000001DD  0000              add [bx+si],al
000001DF  0000              add [bx+si],al
000001E1  0000              add [bx+si],al
000001E3  0000              add [bx+si],al
000001E5  0000              add [bx+si],al
000001E7  0000              add [bx+si],al
000001E9  0000              add [bx+si],al
000001EB  0000              add [bx+si],al
000001ED  0000              add [bx+si],al
000001EF  0000              add [bx+si],al
000001F1  0000              add [bx+si],al
000001F3  0000              add [bx+si],al
000001F5  0000              add [bx+si],al
000001F7  0000              add [bx+si],al
000001F9  0000              add [bx+si],al
000001FB  0000              add [bx+si],al
000001FD  0000              add [bx+si],al
000001FF  00E8              add al,ch
00000201  37                aaa
00000202  19BBF901          sbb [bp+di+0x1f9],di
00000206  B90001            mov cx,0x100
00000209  33C0              xor ax,ax
0000020B  8807              mov [bx],al
0000020D  43                inc bx
0000020E  E2FB              loop 0x20b
00000210  A2F801            mov [0x1f8],al
00000213  B42C              mov ah,0x2c
00000215  CD21              int 0x21
00000217  89160004          mov [0x400],dx
0000021B  E8E528            call 0x2b03
0000021E  A27F04            mov [0x47f],al
00000221  BE0404            mov si,0x404
00000224  C6040D            mov byte [si],0xd
00000227  89367D04          mov [0x47d],si
0000022B  A0E101            mov al,[0x1e1]
0000022E  3C04              cmp al,0x4
00000230  740D              jz 0x23f
00000232  3C0D              cmp al,0xd
00000234  750E              jnz 0x244
00000236  F606F50102        test byte [0x1f5],0x2
0000023B  7402              jz 0x23f
0000023D  0C80              or al,0x80
0000023F  800E160280        or byte [0x216],0x80
00000244  A23702            mov [0x237],al
00000247  F606F60180        test byte [0x1f6],0x80
0000024C  7405              jz 0x253
0000024E  800E160201        or byte [0x216],0x1
00000253  E85D00            call 0x2b3
00000256  0AC0              or al,al
00000258  75F9              jnz 0x253
0000025A  E8C128            call 0x2b1e
0000025D  A1E601            mov ax,[0x1e6]
00000260  0BC0              or ax,ax
00000262  7406              jz 0x26a
00000264  8EC0              mov es,ax
00000266  B449              mov ah,0x49
00000268  CD21              int 0x21
0000026A  A1D407            mov ax,[0x7d4]
0000026D  0BC0              or ax,ax
0000026F  7406              jz 0x277
00000271  8EC0              mov es,ax
00000273  B449              mov ah,0x49
00000275  CD21              int 0x21
00000277  A1D207            mov ax,[0x7d2]
0000027A  0BC0              or ax,ax
0000027C  7406              jz 0x284
0000027E  8EC0              mov es,ax
00000280  B449              mov ah,0x49
00000282  CD21              int 0x21
00000284  A1D607            mov ax,[0x7d6]
00000287  0BC0              or ax,ax
00000289  7406              jz 0x291
0000028B  8EC0              mov es,ax
0000028D  B449              mov ah,0x49
0000028F  CD21              int 0x21
00000291  A1C600            mov ax,[0xc6]
00000294  0BC0              or ax,ax
00000296  7406              jz 0x29e
00000298  8EC0              mov es,ax
0000029A  B449              mov ah,0x49
0000029C  CD21              int 0x21
0000029E  B400              mov ah,0x0
000002A0  A0C400            mov al,[0xc4]
000002A3  CD10              int 0x10
000002A5  E8B328            call 0x2b5b
000002A8  B405              mov ah,0x5
000002AA  A0C500            mov al,[0xc5]
000002AD  CD10              int 0x10
000002AF  FF2EBC00          jmp far [0xbc]
000002B3  8926F301          mov [0x1f3],sp
000002B7  32C0              xor al,al
000002B9  A2E700            mov [0xe7],al
000002BC  E8330F            call 0x11f2
000002BF  33C0              xor ax,ax
000002C1  50                push ax
000002C2  A2E900            mov [0xe9],al
000002C5  A2EA00            mov [0xea],al
000002C8  F606F80110        test byte [0x1f8],0x10
000002CD  7405              jz 0x2d4
000002CF  8036F80110        xor byte [0x1f8],0x10
000002D4  26803C00          cmp byte [es:si],0x0
000002D8  751C              jnz 0x2f6
000002DA  58                pop ax
000002DB  0AE4              or ah,ah
000002DD  7405              jz 0x2e4
000002DF  5E                pop si
000002E0  5B                pop bx
000002E1  E9C407            jmp 0xaa8
000002E4  3A26EA00          cmp ah,[0xea]
000002E8  7501              jnz 0x2eb
000002EA  C3                ret
000002EB  FE0EEA00          dec byte [0xea]
000002EF  A2E700            mov [0xe7],al
000002F2  5B                pop bx
000002F3  5E                pop si
000002F4  EB27              jmp short 0x31d
000002F6  268A04            mov al,[es:si]
000002F9  46                inc si
000002FA  3CFF              cmp al,0xff
000002FC  7406              jz 0x304
000002FE  3A061A02          cmp al,[0x21a]
00000302  750D              jnz 0x311
00000304  268A04            mov al,[es:si]
00000307  3CFF              cmp al,0xff
00000309  740B              jz 0x316
0000030B  3A061B02          cmp al,[0x21b]
0000030F  7405              jz 0x316
00000311  83C603            add si,byte +0x3
00000314  EBBE              jmp short 0x2d4
00000316  46                inc si
00000317  268B1C            mov bx,[es:si]
0000031A  83C602            add si,byte +0x2
0000031D  268A07            mov al,[es:bx]
00000320  3CFF              cmp al,0xff
00000322  74B0              jz 0x2d4
00000324  A2E800            mov [0xe8],al
00000327  56                push si
00000328  247F              and al,0x7f
0000032A  F606F50108        test byte [0x1f5],0x8
0000032F  7405              jz 0x336
00000331  8036F50108        xor byte [0x1f5],0x8
00000336  BE9C06            mov si,0x69c
00000339  32E4              xor ah,ah
0000033B  03F0              add si,ax
0000033D  03F0              add si,ax
0000033F  FF34              push word [si]
00000341  43                inc bx
00000342  268A07            mov al,[es:bx]
00000345  F606E80080        test byte [0xe8],0x80
0000034A  7407              jz 0x353
0000034C  BFF901            mov di,0x1f9
0000034F  03F8              add di,ax
00000351  8A05              mov al,[di]
00000353  BEF902            mov si,0x2f9
00000356  03F0              add si,ax
00000358  BFF901            mov di,0x1f9
0000035B  03F8              add di,ax
0000035D  C3                ret
0000035E  BF0500            mov di,0x5
00000361  57                push di
00000362  B008              mov al,0x8
00000364  E87E16            call 0x19e5
00000367  E86417            call 0x1ace
0000036A  800EF50108        or byte [0x1f5],0x8
0000036F  BEF903            mov si,0x3f9
00000372  E81E15            call 0x1893
00000375  5F                pop di
00000376  E87217            call 0x1aeb
00000379  E83521            call 0x24b1
0000037C  E89728            call 0x2c16
0000037F  E981FE            jmp 0x203
00000382  3A061F02          cmp al,[0x21f]
00000386  746B              jz 0x3f3
00000388  5E                pop si
00000389  E948FF            jmp 0x2d4
0000038C  3A061F02          cmp al,[0x21f]
00000390  7561              jnz 0x3f3
00000392  EBF4              jmp short 0x388
00000394  3A061F02          cmp al,[0x21f]
00000398  7259              jc 0x3f3
0000039A  EBEC              jmp short 0x388
0000039C  38061F02          cmp [0x21f],al
000003A0  7251              jc 0x3f3
000003A2  EBE4              jmp short 0x388
000003A4  8A04              mov al,[si]
000003A6  3A061F02          cmp al,[0x21f]
000003AA  7447              jz 0x3f3
000003AC  3CFD              cmp al,0xfd
000003AE  7343              jnc 0x3f3
000003B0  EBD6              jmp short 0x388
000003B2  8A04              mov al,[si]
000003B4  3A061F02          cmp al,[0x21f]
000003B8  74CE              jz 0x388
000003BA  3CFD              cmp al,0xfd
000003BC  73CA              jnc 0x388
000003BE  EB33              jmp short 0x3f3
000003C0  803CFD            cmp byte [si],0xfd
000003C3  742E              jz 0x3f3
000003C5  EBC1              jmp short 0x388
000003C7  803CFD            cmp byte [si],0xfd
000003CA  7527              jnz 0x3f3
000003CC  EBBA              jmp short 0x388
000003CE  803CFE            cmp byte [si],0xfe
000003D1  75B5              jnz 0x388
000003D3  EB1E              jmp short 0x3f3
000003D5  803CFE            cmp byte [si],0xfe
000003D8  74AE              jz 0x388
000003DA  EB17              jmp short 0x3f3
000003DC  50                push ax
000003DD  E87915            call 0x1959
000003E0  58                pop ax
000003E1  3AC5              cmp al,ch
000003E3  730E              jnc 0x3f3
000003E5  EBA1              jmp short 0x388
000003E7  803D00            cmp byte [di],0x0
000003EA  759C              jnz 0x388
000003EC  EB05              jmp short 0x3f3
000003EE  803D00            cmp byte [di],0x0
000003F1  7495              jz 0x388
000003F3  43                inc bx
000003F4  5E                pop si
000003F5  E925FF            jmp 0x31d
000003F8  43                inc bx
000003F9  268A07            mov al,[es:bx]
000003FC  3A05              cmp al,[di]
000003FE  7523              jnz 0x423
00000400  EBF1              jmp short 0x3f3
00000402  E8850A            call 0xe8a
00000405  EBF5              jmp short 0x3fc
00000407  43                inc bx
00000408  268A07            mov al,[es:bx]
0000040B  3A05              cmp al,[di]
0000040D  75E4              jnz 0x3f3
0000040F  EB12              jmp short 0x423
00000411  E8760A            call 0xe8a
00000414  EBF5              jmp short 0x40b
00000416  E8710A            call 0xe8a
00000419  EB04              jmp short 0x41f
0000041B  43                inc bx
0000041C  268A07            mov al,[es:bx]
0000041F  3A05              cmp al,[di]
00000421  72D0              jc 0x3f3
00000423  E962FF            jmp 0x388
00000426  E8610A            call 0xe8a
00000429  EB04              jmp short 0x42f
0000042B  43                inc bx
0000042C  268A07            mov al,[es:bx]
0000042F  3805              cmp [di],al
00000431  72C0              jc 0x3f3
00000433  EBEE              jmp short 0x423
00000435  3A061C02          cmp al,[0x21c]
00000439  74B8              jz 0x3f3
0000043B  EBE6              jmp short 0x423
0000043D  3A061D02          cmp al,[0x21d]
00000441  EBF6              jmp short 0x439
00000443  3A062402          cmp al,[0x224]
00000447  EBF0              jmp short 0x439
00000449  3A062502          cmp al,[0x225]
0000044D  EBEA              jmp short 0x439
0000044F  3A062602          cmp al,[0x226]
00000453  EBE4              jmp short 0x439
00000455  268B360E00        mov si,[es:0xe]
0000045A  03F0              add si,ax
0000045C  03F0              add si,ax
0000045E  268B34            mov si,[es:si]
00000461  E82F14            call 0x1893
00000464  E9E902            jmp 0x750
00000467  BE0C00            mov si,0xc
0000046A  53                push bx
0000046B  E8F710            call 0x1565
0000046E  BE1E00            mov si,0x1e
00000471  E86C14            call 0x18e0
00000474  8A07              mov al,[bx]
00000476  5B                pop bx
00000477  F6D0              not al
00000479  263A04            cmp al,[es:si]
0000047C  75A5              jnz 0x423
0000047E  E9D002            jmp 0x751
00000481  BE0D00            mov si,0xd
00000484  E8DE10            call 0x1565
00000487  BE1F00            mov si,0x1f
0000048A  E85314            call 0x18e0
0000048D  8A07              mov al,[bx]
0000048F  F6D0              not al
00000491  262A04            sub al,[es:si]
00000494  740C              jz 0x4a2
00000496  32C0              xor al,al
00000498  A21F02            mov [0x21f],al
0000049B  8B26F301          mov sp,[0x1f3]
0000049F  E915FE            jmp 0x2b7
000004A2  8B26F301          mov sp,[0x1f3]
000004A6  C3                ret
000004A7  F606F80104        test byte [0x1f8],0x4
000004AC  7405              jz 0x4b3
000004AE  8036F80104        xor byte [0x1f8],0x4
000004B3  E8D313            call 0x1889
000004B6  5E                pop si
000004B7  800EF80110        or byte [0x1f8],0x10
000004BC  E91BFE            jmp 0x2da
000004BF  BE0F00            mov si,0xf
000004C2  EBEF              jmp short 0x4b3
000004C4  E84921            call 0x2610
000004C7  E98702            jmp 0x751
000004CA  53                push bx
000004CB  BAF901            mov dx,0x1f9
000004CE  B41A              mov ah,0x1a
000004D0  CD21              int 0x21
000004D2  E8F60F            call 0x14cb
000004D5  7522              jnz 0x4f9
000004D7  1E                push ds
000004D8  8EDA              mov ds,dx
000004DA  BA5C00            mov dx,0x5c
000004DD  B416              mov ah,0x16
000004DF  CD21              int 0x21
000004E1  1F                pop ds
000004E2  0AC0              or al,al
000004E4  7510              jnz 0x4f6
000004E6  1E                push ds
000004E7  E82B10            call 0x1515
000004EA  BA5C00            mov dx,0x5c
000004ED  B422              mov ah,0x22
000004EF  CD21              int 0x21
000004F1  0AC0              or al,al
000004F3  7414              jz 0x509
000004F5  1F                pop ds
000004F6  BE3900            mov si,0x39
000004F9  E88D13            call 0x1889
000004FC  E81727            call 0x2c16
000004FF  A05901            mov al,[0x159]
00000502  E83F13            call 0x1844
00000505  5B                pop bx
00000506  E94702            jmp 0x750
00000509  BA5C00            mov dx,0x5c
0000050C  B410              mov ah,0x10
0000050E  CD21              int 0x21
00000510  1F                pop ds
00000511  0AC0              or al,al
00000513  75E1              jnz 0x4f6
00000515  EBEE              jmp short 0x505
00000517  53                push bx
00000518  BAF901            mov dx,0x1f9
0000051B  B41A              mov ah,0x1a
0000051D  CD21              int 0x21
0000051F  E8A90F            call 0x14cb
00000522  75D5              jnz 0x4f9
00000524  1E                push ds
00000525  8EDA              mov ds,dx
00000527  BA5C00            mov dx,0x5c
0000052A  B40F              mov ah,0xf
0000052C  CD21              int 0x21
0000052E  1F                pop ds
0000052F  3CFF              cmp al,0xff
00000531  74C3              jz 0x4f6
00000533  1E                push ds
00000534  E8DE0F            call 0x1515
00000537  BA5C00            mov dx,0x5c
0000053A  B421              mov ah,0x21
0000053C  CD21              int 0x21
0000053E  0AC0              or al,al
00000540  7414              jz 0x556
00000542  1F                pop ds
00000543  BE3900            mov si,0x39
00000546  E84013            call 0x1889
00000549  E8CA26            call 0x2c16
0000054C  A05901            mov al,[0x159]
0000054F  E8F212            call 0x1844
00000552  5B                pop bx
00000553  E9ADFC            jmp 0x203
00000556  BA5C00            mov dx,0x5c
00000559  B410              mov ah,0x10
0000055B  CD21              int 0x21
0000055D  1F                pop ds
0000055E  0AC0              or al,al
00000560  75E1              jnz 0x543
00000562  EBA1              jmp short 0x505
00000564  E86715            call 0x1ace
00000567  E9E701            jmp 0x751
0000056A  C606FA0100        mov byte [0x1fa],0x0
0000056F  BEF902            mov si,0x2f9
00000572  803CFF            cmp byte [si],0xff
00000575  74F0              jz 0x567
00000577  803CFD            cmp byte [si],0xfd
0000057A  7205              jc 0x581
0000057C  A01F02            mov al,[0x21f]
0000057F  8804              mov [si],al
00000581  46                inc si
00000582  EBEE              jmp short 0x572
00000584  A01F02            mov al,[0x21f]
00000587  53                push bx
00000588  BBFDFE            mov bx,0xfefd
0000058B  E85807            call 0xce6
0000058E  5B                pop bx
0000058F  8BD6              mov dx,si
00000591  BE1A00            mov si,0x1a
00000594  7434              jz 0x5ca
00000596  8BF2              mov si,dx
00000598  4B                dec bx
00000599  E9B300            jmp 0x64f
0000059C  E83407            call 0xcd3
0000059F  7429              jz 0x5ca
000005A1  4B                dec bx
000005A2  E90601            jmp 0x6ab
000005A5  53                push bx
000005A6  B7FD              mov bh,0xfd
000005A8  E83507            call 0xce0
000005AB  5B                pop bx
000005AC  8BD6              mov dx,si
000005AE  BE1C00            mov si,0x1c
000005B1  7417              jz 0x5ca
000005B3  8BF2              mov si,dx
000005B5  4B                dec bx
000005B6  E91E01            jmp 0x6d7
000005B9  53                push bx
000005BA  B0FD              mov al,0xfd
000005BC  B7FE              mov bh,0xfe
000005BE  E82107            call 0xce2
000005C1  5B                pop bx
000005C2  9C                pushf
000005C3  4B                dec bx
000005C4  9D                popf
000005C5  7562              jnz 0x629
000005C7  BE1700            mov si,0x17
000005CA  7203              jc 0x5cf
000005CC  BE0800            mov si,0x8
000005CF  E9D5FE            jmp 0x4a7
000005D2  53                push bx
000005D3  8BC8              mov cx,ax
000005D5  E85B26            call 0x2c33
000005D8  E2FB              loop 0x5d5
000005DA  5B                pop bx
000005DB  E97201            jmp 0x750
000005DE  A21F02            mov [0x21f],al
000005E1  E96C01            jmp 0x750
000005E4  263A060600        cmp al,[es:0x6]
000005E9  7332              jnc 0x61d
000005EB  8BF0              mov si,ax
000005ED  E89912            call 0x1889
000005F0  E95D01            jmp 0x750
000005F3  800EF80140        or byte [0x1f8],0x40
000005F8  263A060500        cmp al,[es:0x5]
000005FD  731E              jnc 0x61d
000005FF  268B361000        mov si,[es:0x10]
00000604  03F0              add si,ax
00000606  03F0              add si,ax
00000608  268B34            mov si,[es:si]
0000060B  F606F50108        test byte [0x1f5],0x8
00000610  7405              jz 0x617
00000612  8036F50108        xor byte [0x1f5],0x8
00000617  E87912            call 0x1893
0000061A  E93301            jmp 0x750
0000061D  BF0700            mov di,0x7
00000620  E93EFD            jmp 0x361
00000623  E981FE            jmp 0x4a7
00000626  E84707            call 0xd70
00000629  8BFE              mov di,si
0000062B  8A04              mov al,[si]
0000062D  BE3200            mov si,0x32
00000630  3CFE              cmp al,0xfe
00000632  749B              jz 0x5cf
00000634  3A061F02          cmp al,[0x21f]
00000638  74E9              jz 0x623
0000063A  BE1700            mov si,0x17
0000063D  3CFD              cmp al,0xfd
0000063F  75E2              jnz 0x623
00000641  E80908            call 0xe4d
00000644  46                inc si
00000645  73DC              jnc 0x623
00000647  BE2600            mov si,0x26
0000064A  BA2A00            mov dx,0x2a
0000064D  EB33              jmp short 0x682
0000064F  E81E07            call 0xd70
00000652  8A04              mov al,[si]
00000654  8BFE              mov di,si
00000656  BE1900            mov si,0x19
00000659  3CFD              cmp al,0xfd
0000065B  73C6              jnc 0x623
0000065D  BE1A00            mov si,0x1a
00000660  3A061F02          cmp al,[0x21f]
00000664  75BD              jnz 0x623
00000666  A02C02            mov al,[0x22c]
00000669  E88807            call 0xdf4
0000066C  E85907            call 0xdc8
0000066F  02C6              add al,dh
00000671  3A062D02          cmp al,[0x22d]
00000675  7405              jz 0x67c
00000677  BE2B00            mov si,0x2b
0000067A  73A7              jnc 0x623
0000067C  BE2400            mov si,0x24
0000067F  BA1B00            mov dx,0x1b
00000682  A0FA01            mov al,[0x1fa]
00000685  3A061E02          cmp al,[0x21e]
00000689  730D              jnc 0x698
0000068B  C605FE            mov byte [di],0xfe
0000068E  FE06FA01          inc byte [0x1fa]
00000692  E8F411            call 0x1889
00000695  E9B800            jmp 0x750
00000698  8BF2              mov si,dx
0000069A  A0E900            mov al,[0xe9]
0000069D  0AC0              or al,al
0000069F  7407              jz 0x6a8
000006A1  26A00300          mov al,[es:0x3]
000006A5  A2E900            mov [0xe9],al
000006A8  E9FCFD            jmp 0x4a7
000006AB  E8C206            call 0xd70
000006AE  8BFE              mov di,si
000006B0  8A04              mov al,[si]
000006B2  BE1800            mov si,0x18
000006B5  3CFD              cmp al,0xfd
000006B7  74EF              jz 0x6a8
000006B9  BE3100            mov si,0x31
000006BC  3A061F02          cmp al,[0x21f]
000006C0  74E6              jz 0x6a8
000006C2  BE1C00            mov si,0x1c
000006C5  3CFE              cmp al,0xfe
000006C7  75DF              jnz 0x6a8
000006C9  FE0EFA01          dec byte [0x1fa]
000006CD  A01F02            mov al,[0x21f]
000006D0  8805              mov [di],al
000006D2  BE2700            mov si,0x27
000006D5  EBBB              jmp short 0x692
000006D7  E89606            call 0xd70
000006DA  8BFE              mov di,si
000006DC  8A04              mov al,[si]
000006DE  BE3100            mov si,0x31
000006E1  3A061F02          cmp al,[0x21f]
000006E5  74C1              jz 0x6a8
000006E7  BE1D00            mov si,0x1d
000006EA  3CFD              cmp al,0xfd
000006EC  74BA              jz 0x6a8
000006EE  BE1C00            mov si,0x1c
000006F1  72B5              jc 0x6a8
000006F3  E85707            call 0xe4d
000006F6  73B0              jnc 0x6a8
000006F8  C605FD            mov byte [di],0xfd
000006FB  FE0EFA01          dec byte [0x1fa]
000006FF  BE2500            mov si,0x25
00000702  EB8E              jmp short 0x692
00000704  E86906            call 0xd70
00000707  803CFE            cmp byte [si],0xfe
0000070A  C604FC            mov byte [si],0xfc
0000070D  7541              jnz 0x750
0000070F  FE0EFA01          dec byte [0x1fa]
00000713  EB3B              jmp short 0x750
00000715  E85806            call 0xd70
00000718  A01F02            mov al,[0x21f]
0000071B  803CFE            cmp byte [si],0xfe
0000071E  8804              mov [si],al
00000720  EBEB              jmp short 0x70d
00000722  43                inc bx
00000723  268A07            mov al,[es:bx]
00000726  E84706            call 0xd70
00000729  BFF902            mov di,0x2f9
0000072C  03F8              add di,ax
0000072E  8A05              mov al,[di]
00000730  8A24              mov ah,[si]
00000732  8825              mov [di],ah
00000734  8804              mov [si],al
00000736  EB18              jmp short 0x750
00000738  E83506            call 0xd70
0000073B  43                inc bx
0000073C  268A07            mov al,[es:bx]
0000073F  E85A07            call 0xe9c
00000742  8AE0              mov ah,al
00000744  8A04              mov al,[si]
00000746  E99400            jmp 0x7dd
00000749  8AF0              mov dh,al
0000074B  EB17              jmp short 0x764
0000074D  C60500            mov byte [di],0x0
00000750  43                inc bx
00000751  5E                pop si
00000752  800EF80110        or byte [0x1f8],0x10
00000757  E9C3FB            jmp 0x31d
0000075A  43                inc bx
0000075B  8AF0              mov dh,al
